	onset	duration	phase	condition
0	2913.667812400032	-2895.6828728427645	cue	Abdomen
1	2915.151269200025	-2897.166329642758	movement	Abdomen
2	2931.6517082999926	-2913.641720929998	rest	Rest
3	2949.701788900071	-2931.710889420123	cue	Left Arm
4	2951.1849093000637	-2933.1940098201158	movement	Left Arm
5	2967.7352772000013	-2949.74876449001	cue	Chest
6	2969.218384800013	-2951.231872090022	movement	Chest
7	2985.7188921000343	-2967.708726930083	rest	Rest
8	3003.7853467999958	-2985.8020554200048	cue	Right Leg
9	3005.2520259000594	-2987.2687345200684	movement	Right Leg
10	3021.7527809999883	-3003.7436720300466	rest	Rest
11	3039.7862505000085	-3021.7917300600093	cue	Right Face
12	3041.268989700009	-3023.27446926001	movement	Right Face
13	3057.819374300074	-3039.830046290066	cue	Left Leg
14	3059.3024890000233	-3041.3131609900156	movement	Left Leg
15	3075.8027283999836	-3057.7925210299436	rest	Rest
16	3093.869681400014	-3075.872612820007	cue	Right Arm
17	3095.3527667999733	-3077.355698219966	movement	Right Arm
18	3111.886585099972	-3093.895818359917	cue	Left Face
19	3113.3696100000525	-3095.3788432599977	movement	Left Face
20	3129.9199733000714	-3111.9370457200566	cue	Chest
21	3131.386423400021	-3113.4034958200064	movement	Chest
22	3147.9534621000057	-3129.957996320096	cue	Right Arm
23	3149.4365471000783	-3131.4410813201685	movement	Right Arm
24	3165.9370455000317	-3147.9260304300115	rest	Rest
25	3183.970437400043	-3165.9812274600845	cue	Right Face
26	3185.453517600079	-3167.4643076601205	movement	Right Face
27	3201.954175900086	-3183.943464130047	rest	Rest
28	3220.0206710000057	-3202.0338516200427	cue	Left Arm
29	3221.487182800076	-3203.500363420113	movement	Left Arm
30	3238.0375606999733	-3220.05180079001	cue	Left Leg
31	3239.5206409000093	-3221.534880990046	movement	Left Leg
32	3256.0876937999856	-3238.1026564200874	cue	Right Leg
33	3257.554144200054	-3239.569106820156	movement	Right Leg
34	3274.0546020000475	-3256.0441392300418	rest	Rest
35	3292.0883601000533	-3274.0942500601523	cue	Left Face
36	3293.57112410001	-3275.577014060109	movement	Left Face
37	3310.0713181999745	-3292.060448629898	rest	Rest
38	3328.138264200068	-3310.1456605202984	cue	Abdomen
39	3329.6214142000536	-3311.628810520284	movement	Abdomen
40	Condition Order: 	['Abdomen', 'Rest', 'Left Arm', 'Chest', 'Rest', 'Right Leg', 'Rest', 'Right Face', 'Left Leg', 'Rest', 'Right Arm', 'Left Face', 'Chest', 'Right Arm', 'Rest', 'Right Face', 'Rest', 'Left Arm', 'Left Leg', 'Right Leg', 'Rest', 'Left Face', 'Rest', 'Abdomen']		
