runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
,,,,,,,,,,4.488012100104243,None,space,0.5006655999459326,4.488012100104243,None,,,,,,,,,,,,,,,,,,,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,0,0,0,,,,,,,5.151215800084174,5.151215800084174,None,space,0.8756228000856936,5.151215800084174,None,6.0523628001101315,space,0.8084668000228703,6.0523628001101315,None,11.985487699974328,None,11.985487699974328,None,,,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,2,2,2,,,,,,,,,,,,,,,,,,,38.152355200145394,None,38.152355200145394,None,24.986543800216168,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,6,6,6,,,,,,,,,,,,,,,,,,,90.56859009992331,None,90.56859009992331,None,77.45244160015136,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,8,8,8,,,,,,,,,,,,,,,,,,,116.70319710019976,None,116.70319710019976,None,103.56921319989488,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,24,24,24,,,,,,,,,,,,,,,,,,,328.28797960001975,None,328.28797960001975,None,314.58753030002117,314.58753030002117,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,29,29,29,,,,,,,,,,,,,,,,,,,393.4390443000011,None,393.4390443000011,None,380.4380242000334,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,30,30,30,,,,,,,,,,,,,,,,,,,407.1552102002315,407.1552102002315,407.1552102002315,407.1552102002315,,,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,32,32,32,,,,,,,,,,,,,,,,,,,433.7054693000391,None,433.7054693000391,None,420.1549427998252,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,34,34,34,,,,,,,,,,,,,,,,,,,459.70583300013095,None,459.70583300013095,None,446.70514059998095,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,35,35,35,,,,,,,,,,,,,,,,,,,472.83894510008395,472.83894510008395,472.83894510008395,472.83894510008395,,,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,37,37,37,,,,,,,,,,,,,,,,,,,499.139156000223,None,499.139156000223,None,485.83876110007986,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
stimuli/orders/stimOrder11.xlsx,3,0,0,0,5,0,44,44,44,,,,,,,,,,,,,,,,,,,591.2398132998496,None,591.2398132998496,None,578.2395906001329,None,1,m,1,r,MS,2021_Apr_16_1226,bodysite,2020.2.5,59.551671305770256,"['Right Arm', 'Right Face', 'Left Arm', 'Right Leg', 'Abdomen', 'Left Face', 'Chest', 'Left Leg']",
