10.6028 	EXP 	Created Nbackinstructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='Nbackinstructions', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.75)
11.5647 	EXP 	Created target_square_2 = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace=None, contrast=1.0, depth=-1.0, fillColor=array([1., 1., 1.]), fillColorSpace='rgb', fillRGB=array([1., 1., 1.]), interpolate=True, lineColor=None, lineColorSpace=None, lineRGB=None, lineWidth=1, name='target_square_2', opacity=1.0, ori=array(0.), pos=array([0., 0.]), size=array([0.15, 0.15]), units='height', vertices=ndarray(...), win=Window(...))
11.5709 	EXP 	Created fixation_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fixation_3', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='height', win=Window(...), wrapWidth=1)
11.5715 	EXP 	window1: mouseVisible = True
11.5731 	EXP 	window1: mouseVisible = False
11.8343 	EXP 	Nbackinstructions: text = 'Welcome to the n-back task \n\n\nPlease read the following instructions \nvery carefully.\n\n\n\n\n\n\n\n\nExperimenter press [Space] to continue.'
13.0081 	DATA 	Mouse: Left button down, pos=(999,495)
13.1120 	DATA 	Mouse:  Left button up, pos=(999,495)
13.2915 	DATA 	Keypress: space
13.3396 	EXP 	Nbackinstructions: text = 'During the task you will be presented a white square in one of nine positions on a grid. \n\n\n\n\n\n\nDepending on the instruction, your task is to indicate whether the \ncurrent position is the same as either:\nthe position on the last trial\nor the position two trials ago\n\n\nExperimenter press [Space] to continue.'
13.3396 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\1.png'
13.6520 	DATA 	Keypress: space
13.6909 	EXP 	Nbackinstructions: text = 'Between each trial, a fixation cross will appear in the middle of the grid. \n\n\n\n\n\n\n\n\nYou do not need to respond during this time. \nSimply wait for the next trial.\n\n\n\nExperimenter press [Space] to continue.'
13.6909 	EXP 	NbackInstructionImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\2.png'
14.6040 	DATA 	Keypress: space
14.6716 	EXP 	NbackInstructionImg: autoDraw = False
14.6716 	EXP 	Nbackinstructions: text = '\n1-back\n\n\n\n\n\n\n\nDuring 1-back you will have to indicate whether the current position matches the position that was presented in the last trial, by either pressing the "yes" button (left click) or the "no" button (right click).\n\n\nExperimenter press [Space] to show an example.'
15.0962 	DATA 	Keypress: space
15.1276 	EXP 	box1: fillColor = 'white'
15.1276 	EXP 	box1: lineColor = 'white'
15.1276 	EXP 	box1: color = 'white'
15.1276 	EXP 	box2: fillColor = 'white'
15.1276 	EXP 	box2: lineColor = 'white'
15.1276 	EXP 	box2: color = 'white'
15.1276 	EXP 	box1Text: autoDraw = True
15.1276 	EXP 	box1: autoDraw = True
15.1276 	EXP 	box2Text: autoDraw = True
15.1276 	EXP 	box2: autoDraw = True
15.7243 	DATA 	Mouse: Left button down, pos=(1181,393)
15.7394 	EXP 	box1Check: autoDraw = True
15.8404 	DATA 	Mouse:  Left button up, pos=(1186,393)
16.0407 	DATA 	Mouse: Right button down, pos=(1196,395)
16.0562 	EXP 	box2Check: autoDraw = True
16.0562 	EXP 	continueText: autoDraw = True
16.1423 	DATA 	Mouse:  Right button up, pos=(1199,395)
16.3247 	DATA 	Keypress: space
16.3683 	EXP 	window1: mouseVisible = True
16.3706 	EXP 	box1Text: autoDraw = False
16.3706 	EXP 	box2Text: autoDraw = False
16.3706 	EXP 	box1: autoDraw = False
16.3706 	EXP 	box2: autoDraw = False
16.3706 	EXP 	box1Check: autoDraw = False
16.3706 	EXP 	box2Check: autoDraw = False
16.3706 	EXP 	continueText: autoDraw = False
16.3706 	EXP 	Nbackinstructions: text = 'In the below 1-back example you should make a "yes" response (left click) on trial 3, since the position is the same as the position on trial 2, while the other trials require a "no" (right click) response.\n\n\n\n\n\n\n\n\n\n'
16.3706 	EXP 	Nbackinstructions: autoDraw = True
16.3706 	EXP 	ClickPrompt: text = 'Click to continue'
16.3706 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3727 	EXP 	NbackInstructionWideImg: autoDraw = True
16.3898 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4090 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4237 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4401 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4563 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4734 	EXP 	NbackInstructionWideImg: autoDraw = True
16.4897 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5065 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5232 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5398 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5566 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5732 	EXP 	NbackInstructionWideImg: autoDraw = True
16.5904 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6065 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6232 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6401 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6564 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6731 	EXP 	NbackInstructionWideImg: autoDraw = True
16.6899 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7064 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7233 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7398 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7566 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7733 	EXP 	NbackInstructionWideImg: autoDraw = True
16.7899 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8069 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8233 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8399 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8567 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8733 	EXP 	NbackInstructionWideImg: autoDraw = True
16.8901 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9066 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9233 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9400 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9565 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9736 	EXP 	NbackInstructionWideImg: autoDraw = True
16.9899 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0069 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0235 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0400 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0571 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0733 	EXP 	NbackInstructionWideImg: autoDraw = True
17.0901 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1069 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1234 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1402 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1568 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1735 	EXP 	NbackInstructionWideImg: autoDraw = True
17.1902 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2067 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2237 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2400 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2568 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2735 	EXP 	NbackInstructionWideImg: autoDraw = True
17.2902 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3071 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3236 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3404 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3570 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3735 	EXP 	NbackInstructionWideImg: autoDraw = True
17.3904 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\3.png'
17.3904 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4069 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4234 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4407 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4568 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4737 	EXP 	NbackInstructionWideImg: autoDraw = True
17.4902 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5070 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5240 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5401 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5570 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5735 	EXP 	NbackInstructionWideImg: autoDraw = True
17.5904 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6071 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6237 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6405 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6571 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6743 	EXP 	NbackInstructionWideImg: autoDraw = True
17.6905 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7070 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7239 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7402 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7570 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7739 	EXP 	NbackInstructionWideImg: autoDraw = True
17.7902 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8072 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8236 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8404 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8570 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8738 	EXP 	NbackInstructionWideImg: autoDraw = True
17.8906 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9070 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9238 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9406 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9572 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9739 	EXP 	NbackInstructionWideImg: autoDraw = True
17.9904 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0071 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0239 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0404 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0573 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0738 	EXP 	NbackInstructionWideImg: autoDraw = True
18.0905 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1073 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1238 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1407 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1573 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1744 	EXP 	NbackInstructionWideImg: autoDraw = True
18.1908 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2073 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2244 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2407 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2573 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2740 	EXP 	NbackInstructionWideImg: autoDraw = True
18.2906 	EXP 	NbackInstructionWideImg: autoDraw = True
18.3074 	EXP 	NbackInstructionWideImg: autoDraw = True
18.3239 	EXP 	NbackInstructionWideImg: autoDraw = True
18.3406 	EXP 	NbackInstructionWideImg: autoDraw = True
18.3574 	EXP 	NbackInstructionWideImg: autoDraw = True
18.3739 	EXP 	NbackInstructionWideImg: autoDraw = True
18.4314 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\4.png'
18.4314 	EXP 	NbackInstructionWideImg: autoDraw = True
18.4409 	EXP 	NbackInstructionWideImg: autoDraw = True
18.4574 	EXP 	NbackInstructionWideImg: autoDraw = True
18.4742 	EXP 	NbackInstructionWideImg: autoDraw = True
18.4908 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5074 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5242 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5407 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5575 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5740 	EXP 	NbackInstructionWideImg: autoDraw = True
18.5908 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6075 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6242 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6419 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6575 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6742 	EXP 	NbackInstructionWideImg: autoDraw = True
18.6909 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7074 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7248 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7409 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7575 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7743 	EXP 	NbackInstructionWideImg: autoDraw = True
18.7910 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8077 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8243 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8414 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8578 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8743 	EXP 	NbackInstructionWideImg: autoDraw = True
18.8910 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9075 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9243 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9413 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9576 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9745 	EXP 	NbackInstructionWideImg: autoDraw = True
18.9927 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0087 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0245 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0411 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0578 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0744 	EXP 	NbackInstructionWideImg: autoDraw = True
19.0917 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1078 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1245 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1412 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1578 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1744 	EXP 	NbackInstructionWideImg: autoDraw = True
19.1915 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2078 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2245 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2410 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2577 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2746 	EXP 	NbackInstructionWideImg: autoDraw = True
19.2911 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3079 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3244 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3411 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3578 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3745 	EXP 	NbackInstructionWideImg: autoDraw = True
19.3913 	EXP 	NbackInstructionWideImg: image = 'c:\\Users\\Admin\\Documents\\GitHub\\canlab\\WASABI_public\\fMRI Tasks\\WASABI distractmap\\instruction_stim\\5.png'
19.3913 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4079 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4247 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4413 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4578 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4748 	EXP 	NbackInstructionWideImg: autoDraw = True
19.4913 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5080 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5247 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5412 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5581 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5746 	EXP 	NbackInstructionWideImg: autoDraw = True
19.5911 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6081 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6247 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6415 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6579 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6746 	EXP 	NbackInstructionWideImg: autoDraw = True
19.6915 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7080 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7248 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7413 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7580 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7749 	EXP 	NbackInstructionWideImg: autoDraw = True
19.7914 	EXP 	NbackInstructionWideImg: autoDraw = True
