runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,fix_cross.started,fix_cross.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,250.4065062000882,None,space,1.8611898999661207,250.4065062000882,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,4,4,4,,,,,,,252.35619280021638,252.35619280021638,None,space,400.23179590003565,252.35619280021638,None,652.609162800014,space,31.538624700158834,652.609162800014,None,762.4767029001378,760.4937152001075,760.4937152001075,762.4936526000965,760.4937152001075,762.4936526000965,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,788.4602432001848,786.4780976001639,786.4780976001639,788.4935694001615,786.4780976001639,788.4935694001615,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,814.4437990000006,812.4606163001154,812.4606163001154,814.4607226999942,812.4606163001154,814.4607226999942,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,827.4272199000698,825.4440389000811,825.4440389000811,827.4441921000835,825.4440389000811,827.4441921000835,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,853.410751500167,851.4269918000791,851.4269918000791,853.4276911001652,851.4269918000791,853.4276911001652,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,892.3943862000015,890.4110560000408,890.4110560000408,892.4113623001613,890.4110560000408,892.4113623001613,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,944.3781407000497,942.3948761001229,942.3948761001229,944.3951299001928,942.3948761001229,944.3951299001928,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,983.3617690000683,981.3782591000199,981.3782591000199,983.3787128000986,981.3782591000199,983.3787128000986,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,24,24,24,,,,,,,,,,,,,,,,,,,1022.3454139002133,1020.3620974000078,1020.3620974000078,1022.3623764000367,1020.3620974000078,1022.3623764000367,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,28,28,28,,,,,,,,,,,,,,,,,,,1074.3291635999922,1072.3458665001672,1072.3458665001672,1074.3461155002005,1072.3458665001672,1074.3461155002005,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,31,31,31,,,,,,,,,,,,,,,,,,,1113.312806100119,1111.329652900109,1111.329652900109,1113.329753200058,1111.329652900109,1113.329753200058,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,3,0,0,0,0,0,32,32,32,,,,,,,,,,,,,,,,,,,1126.296233000001,1124.3130749000702,1124.3130749000702,1126.3132097001653,1124.3130749000702,1126.3132097001653,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1215.2969392000232,1215.2969392000232,,,,,-38.88888888888889,1232.2199889400508,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014194960007444024,None,51.48148148148148,1234.886517839972,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder10.xlsx,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01436036010272801,None,64.13580246913581,1239.4367319399025,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,0,0,0,,,,,,,1244.2805105000734,1244.2805105000734,None,space,160.25972780003212,1244.2805105000734,None,,,,,,1428.3153113001026,None,1426.3322722001467,1428.3322916000616,1426.3322722001467,1428.3322916000616,,,,,,,,,,,0.014175460208207369,None,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,2,2,2,,,,,,,,,,,,,,,,,,,1454.298849800136,1452.3156881001778,1452.3156881001778,1454.3157898001373,1452.3156881001778,1454.3157898001373,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,3,3,3,,,,,,,,,,,,,,,,,,,1467.2823073000181,1465.2991210001055,1465.2991210001055,1467.2992446001153,1465.2991210001055,1467.2992446001153,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,5,5,5,,,,,,,,,,,,,,,,,,,1493.2658313000575,1491.28273430001,1491.28273430001,1493.282815600047,1491.28273430001,1493.282815600047,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,10,10,10,,,,,,,,,,,,,,,,,,,1558.2496941999998,1556.2665472000372,1556.2665472000372,1558.266639900161,1556.2665472000372,1558.266639900161,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,11,11,11,,,,,,,,,,,,,,,,,,,1571.233138800133,1569.2499365000986,1569.2499365000986,1571.2500648000278,1569.2499365000986,1571.2500648000278,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,14,14,14,,,,,,,,,,,,,,,,,,,1610.2167606002185,1608.2335984001402,1608.2335984001402,1610.2337203000207,1608.2335984001402,1610.2337203000207,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,16,16,16,,,,,,,,,,,,,,,,,,,1636.2003130000085,1634.217128700111,1634.217128700111,1636.2172576000448,1634.217128700111,1636.2172576000448,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,17,17,17,,,,,,,,,,,,,,,,,,,1649.1837387999985,1647.2005829000846,1647.2005829000846,1649.2007142000366,1647.2005829000846,1649.2007142000366,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,26,26,26,,,,,,,,,,,,,,,,,,,1766.1680169000756,1764.1848695999943,1764.1848695999943,1766.1849686000496,1764.1848695999943,1766.1849686000496,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
stimuli/orders/stimOrder16.xlsx,3,0,1,1,3,0,36,36,36,,,,,,,,,,,,,,,,,,,1896.1524074000772,1894.1692703000735,1894.1692703000735,1896.1693374000024,1894.1692703000735,1896.1693374000024,,,,,,,,,,,,,,,,,,,6,M,2,8,R,cib,2021_Oct_01_1605,2020.2.5,bodymapST2,59.99005364320715,"['Left Leg', 'Right Leg', 'Right Face', 'Abdomen']",
