runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,fix_cross.started,fix_cross.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,31.528434499996365,None,space,1.5730330000078538,31.528434499996365,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,4,4,4,,,,,,,33.22697789999074,33.22697789999074,None,space,748.3625712000066,33.22697789999074,None,781.6160716999875,space,73.56581189999997,781.6160716999875,None,937.0670761999936,935.0840785999899,935.0840785999899,937.083755899992,935.0840785999899,937.083755899992,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,6,6,6,,,,,,,,,,,,,,,,,,,963.0506243999989,961.0676235999999,961.0676235999999,963.067215499992,961.0676235999999,963.067215499992,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,8,8,8,,,,,,,,,,,,,,,,,,,989.0341507999983,987.0511427999882,987.0511427999882,989.0508229999978,987.0511427999882,989.0508229999978,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,9,9,9,,,,,,,,,,,,,,,,,,,1002.0175812999951,1000.0342322999932,1000.0342322999932,1002.0346013999952,1000.0342322999932,1002.0346013999952,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,11,11,11,,,,,,,,,,,,,,,,,,,1028.0011139999988,1026.018122399997,1026.018122399997,1028.017802699993,1026.018122399997,1028.017802699993,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,14,14,14,,,,,,,,,,,,,,,,,,,1066.984758199993,1065.0017433999892,1065.0017433999892,1067.0014299999893,1065.0017433999892,1067.0014299999893,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,18,18,18,,,,,,,,,,,,,,,,,,,1118.9684770999884,1116.985465699996,1116.985465699996,1118.9851418999897,1116.985465699996,1118.9851418999897,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,21,21,21,,,,,,,,,,,,,,,,,,,1157.952130199992,1155.969113299987,1155.969113299987,1157.968702699989,1155.969113299987,1157.968702699989,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,24,24,24,,,,,,,,,,,,,,,,,,,1196.9357514000003,1194.9527635999984,1194.9527635999984,1196.9526496999897,1194.9527635999984,1196.9526496999897,,,,,,,,,,,,,,,,,,,8,f,2,4,r,CIB,2021_Oct_05_2025,2020.2.5,bodymapST2,59.993112792335744,"['Right Face', 'Chest', 'Left Face', 'Left Arm']",
