runSeq,trial_type,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,ImagineInstructionText.started,ImaginationInstructionRead.keys,ImaginationInstructionRead.rt,ImaginationInstructionRead.started,ImaginationInstructionRead.stopped,fix_cross.started,fix_cross.stopped,BodySiteCue.started,BodySiteCue.stopped,NonStimTrialText.started,NonStimTrialText.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,EndingText.started,EndingText.stopped,ConfirmEnd.keys,ConfirmEnd.rt,ConfirmEnd.started,ConfirmEnd.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,,,,,,38.473157399799675,None,space,2575.4557811999694,38.473157399799675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,4,4,4,,,,,,,2614.0300269001164,2614.0300269001164,None,space,2036.4516809000634,2614.0300269001164,None,4650.5133438999765,space,183.65630060015246,4650.5133438999765,None,4915.132221899927,4913.149140499998,4913.149140499998,4915.149024500046,4913.149140499998,4915.149024500046,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,6,6,6,,,,,,,,,,,,,,,,,,,4941.115762799978,4939.132220199797,4939.132220199797,4941.132709099911,4939.132220199797,4941.132709099911,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,8,8,8,,,,,,,,,,,,,,,,,,,4967.099275200162,4965.11603769986,4965.11603769986,4967.1162534002215,4965.11603769986,4967.1162534002215,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,9,9,9,,,,,,,,,,,,,,,,,,,4980.08272340009,4978.099546600133,4978.099546600133,4980.099661000073,4978.099546600133,4980.099661000073,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,11,11,11,,,,,,,,,,,,,,,,,,,5006.06626500003,5004.08306240011,5004.08306240011,5006.083267100155,5004.08306240011,5006.083267100155,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,14,14,14,,,,,,,,,,,,,,,,,,,5045.049916599877,5043.066733399872,5043.066733399872,5045.066863699816,5043.066733399872,5045.066863699816,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,18,18,18,,,,,,,,,,,,,,,,,,,5097.033686200157,5095.050501700025,5095.050501700025,5097.050633700099,5095.050501700025,5097.050633700099,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,21,21,21,,,,,,,,,,,,,,,,,,,5136.017335200217,5134.034010599833,5134.034010599833,5136.03423479991,5134.034010599833,5136.03423479991,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
stimuli/orders/stimOrder12.xlsx,3,0,0,0,1,0,24,24,24,,,,,,,,,,,,,,,,,,,5175.000982100144,5173.017803799827,5173.017803799827,5175.017967800144,5173.017803799827,5175.017967800144,,,,,,,,,,,,,,,,,,,8,f,2,10,r,CIB,2021_Dec_14_1027,2020.2.5,bodymapST2,59.96066578295002,"['Left Face', 'Right Face', 'Left Arm', 'Chest']",
